,FirstOrderDate,marketing_channel,CV_90,customer_count
598,2023-01-06,Google,702.6349206349206,58
599,2022-09-29,MyRewards,400.3382352941176,135
600,2024-02-29,Google,587.3666666666667,30
601,2022-11-06,MyRewards,400.6986301369863,143
602,2022-11-06,Google,504.81111111111113,83
603,2023-08-21,Facebook,615.7176470588236,326
604,2023-07-17,Facebook,836.6034482758621,169
605,2024-02-23,Others,699.455421686747,414
606,2023-09-14,Google,664.275,38
607,2022-12-06,Facebook,527.7344632768362,169
608,2023-10-25,MyRewards,585.5384615384615,13
609,2023-12-20,Google,755.5084745762712,114
610,2022-09-28,Google,2707.433962264151,100
611,2023-11-26,Others,735.4936170212766,222
612,2022-10-01,MyRewards,343.6,30
613,2022-12-26,Instagram,567.6923076923077,11
614,2023-11-23,MyRewards,569.7407407407408,27
615,2023-01-06,MyRewards,441.8252427184466,101
616,2023-03-02,Facebook,593.1287128712871,193
617,2023-10-08,Affiliate,848.5526315789474,76
618,2023-04-06,Google,619.1111111111111,17
619,2022-09-17,MyRewards,425.23333333333335,88
620,2023-12-20,MyRewards,606.5555555555555,9
621,2023-04-09,Facebook,650.4155844155844,72
622,2022-10-01,Google,367.96875,30
623,2023-09-14,MyRewards,435.6666666666667,9
624,2024-02-29,MyRewards,506.6666666666667,3
625,2024-02-08,MyRewards,839.0,6
626,2024-02-23,Affiliate,387.8,10
627,2023-02-27,Google,370.0,10
628,2023-01-18,Affiliate,1190.0,1
629,2023-01-18,Instagram,334.6666666666667,6
630,2023-07-26,Instagram,581.5714285714286,7
631,2024-02-23,Instagram,666.5,2
632,2023-04-06,MyRewards,279.0,3
633,2023-11-26,Instagram,1190.0,1
634,2023-07-26,Affiliate,871.7777777777778,9
635,2023-11-26,Affiliate,1245.5,2
636,2023-10-08,Instagram,99.5,2
